county,fips,state,usda_region,usda_region_number
McKean County,42083,Pennsylvania,Eastern Region,9
Mercer County,42085,Pennsylvania,Eastern Region,9
Mifflin County,42087,Pennsylvania,Eastern Region,9
Monroe County,42089,Pennsylvania,Eastern Region,9
Montgomery County,42091,Pennsylvania,Eastern Region,9
Montour County,42093,Pennsylvania,Eastern Region,9
Northampton County,42095,Pennsylvania,Eastern Region,9
Northumberland County,42097,Pennsylvania,Eastern Region,9
Perry County,42099,Pennsylvania,Eastern Region,9
Philadelphia County,42101,Pennsylvania,Eastern Region,9
Pike County,42103,Pennsylvania,Eastern Region,9
Potter County,42105,Pennsylvania,Eastern Region,9
Schuylkill County,42107,Pennsylvania,Eastern Region,9
Snyder County,42109,Pennsylvania,Eastern Region,9
Somerset County,42111,Pennsylvania,Eastern Region,9
Sullivan County,42113,Pennsylvania,Eastern Region,9
Susquehanna County,42115,Pennsylvania,Eastern Region,9
Tioga County,42117,Pennsylvania,Eastern Region,9
Union County,42119,Pennsylvania,Eastern Region,9
Venango County,42121,Pennsylvania,Eastern Region,9
Warren County,42123,Pennsylvania,Eastern Region,9
Washington County,42125,Pennsylvania,Eastern Region,9
Wayne County,42127,Pennsylvania,Eastern Region,9
Westmoreland County,42129,Pennsylvania,Eastern Region,9
Wyoming County,42131,Pennsylvania,Eastern Region,9
York County,42133,Pennsylvania,Eastern Region,9
Bristol County,44001,Rhode Island,Eastern Region,9
Kent County,44003,Rhode Island,Eastern Region,9
Newport County,44005,Rhode Island,Eastern Region,9
Providence County,44007,Rhode Island,Eastern Region,9
Washington County,44009,Rhode Island,Eastern Region,9
Addison County,50001,Vermont,Eastern Region,9
Bennington County,50003,Vermont,Eastern Region,9
Caledonia County,50005,Vermont,Eastern Region,9
Chittenden County,50007,Vermont,Eastern Region,9
Essex County,50009,Vermont,Eastern Region,9
Franklin County,50011,Vermont,Eastern Region,9
Grand Isle County,50013,Vermont,Eastern Region,9
Lamoille County,50015,Vermont,Eastern Region,9
Orange County,50017,Vermont,Eastern Region,9
Orleans County,50019,Vermont,Eastern Region,9
Rutland County,50021,Vermont,Eastern Region,9
Washington County,50023,Vermont,Eastern Region,9
Windham County,50025,Vermont,Eastern Region,9
Windsor County,50027,Vermont,Eastern Region,9
Barbour County,54001,West Virginia,Eastern Region,9
Berkeley County,54003,West Virginia,Eastern Region,9
Boone County,54005,West Virginia,Eastern Region,9
Braxton County,54007,West Virginia,Eastern Region,9
Brooke County,54009,West Virginia,Eastern Region,9
Cabell County,54011,West Virginia,Eastern Region,9
Calhoun County,54013,West Virginia,Eastern Region,9
Clay County,54015,West Virginia,Eastern Region,9
Doddridge County,54017,West Virginia,Eastern Region,9
Fayette County,54019,West Virginia,Eastern Region,9
Gilmer County,54021,West Virginia,Eastern Region,9
Grant County,54023,West Virginia,Eastern Region,9
Greenbrier County,54025,West Virginia,Eastern Region,9
Hampshire County,54027,West Virginia,Eastern Region,9
Hancock County,54029,West Virginia,Eastern Region,9
Hardy County,54031,West Virginia,Eastern Region,9
Harrison County,54033,West Virginia,Eastern Region,9
Jackson County,54035,West Virginia,Eastern Region,9
Jefferson County,54037,West Virginia,Eastern Region,9
Kanawha County,54039,West Virginia,Eastern Region,9
Lewis County,54041,West Virginia,Eastern Region,9
Lincoln County,54043,West Virginia,Eastern Region,9
Logan County,54045,West Virginia,Eastern Region,9
McDowell County,54047,West Virginia,Eastern Region,9
Marion County,54049,West Virginia,Eastern Region,9
Marshall County,54051,West Virginia,Eastern Region,9
Mason County,54053,West Virginia,Eastern Region,9
Mercer County,54055,West Virginia,Eastern Region,9
Mineral County,54057,West Virginia,Eastern Region,9
Mingo County,54059,West Virginia,Eastern Region,9
Monongalia County,54061,West Virginia,Eastern Region,9
Monroe County,54063,West Virginia,Eastern Region,9
Morgan County,54065,West Virginia,Eastern Region,9
Nicholas County,54067,West Virginia,Eastern Region,9
Ohio County,54069,West Virginia,Eastern Region,9
Pendleton County,54071,West Virginia,Eastern Region,9
Pleasants County,54073,West Virginia,Eastern Region,9
Pocahontas County,54075,West Virginia,Eastern Region,9
Preston County,54077,West Virginia,Eastern Region,9
Putnam County,54079,West Virginia,Eastern Region,9
Raleigh County,54081,West Virginia,Eastern Region,9
Randolph County,54083,West Virginia,Eastern Region,9
Ritchie County,54085,West Virginia,Eastern Region,9
Roane County,54087,West Virginia,Eastern Region,9
Summers County,54089,West Virginia,Eastern Region,9
Taylor County,54091,West Virginia,Eastern Region,9
Tucker County,54093,West Virginia,Eastern Region,9
Tyler County,54095,West Virginia,Eastern Region,9
Upshur County,54097,West Virginia,Eastern Region,9
Wayne County,54099,West Virginia,Eastern Region,9
Webster County,54101,West Virginia,Eastern Region,9
Wetzel County,54103,West Virginia,Eastern Region,9
Wirt County,54105,West Virginia,Eastern Region,9
Wood County,54107,West Virginia,Eastern Region,9
Wyoming County,54109,West Virginia,Eastern Region,9
Adams County,55001,Wisconsin,Eastern Region,9
Ashland County,55003,Wisconsin,Eastern Region,9
Barron County,55005,Wisconsin,Eastern Region,9
Bayfield County,55007,Wisconsin,Eastern Region,9
Brown County,55009,Wisconsin,Eastern Region,9
Buffalo County,55011,Wisconsin,Eastern Region,9
Burnett County,55013,Wisconsin,Eastern Region,9
Calumet County,55015,Wisconsin,Eastern Region,9
Chippewa County,55017,Wisconsin,Eastern Region,9
Clark County,55019,Wisconsin,Eastern Region,9
Columbia County,55021,Wisconsin,Eastern Region,9
Crawford County,55023,Wisconsin,Eastern Region,9
Dane County,55025,Wisconsin,Eastern Region,9
Dodge County,55027,Wisconsin,Eastern Region,9
Door County,55029,Wisconsin,Eastern Region,9
Douglas County,55031,Wisconsin,Eastern Region,9
Dunn County,55033,Wisconsin,Eastern Region,9
Eau Claire County,55035,Wisconsin,Eastern Region,9
Florence County,55037,Wisconsin,Eastern Region,9
Fond du Lac County,55039,Wisconsin,Eastern Region,9
Forest County,55041,Wisconsin,Eastern Region,9
Grant County,55043,Wisconsin,Eastern Region,9
Green County,55045,Wisconsin,Eastern Region,9
Green Lake County,55047,Wisconsin,Eastern Region,9
Iowa County,55049,Wisconsin,Eastern Region,9
Iron County,55051,Wisconsin,Eastern Region,9
Jackson County,55053,Wisconsin,Eastern Region,9
Jefferson County,55055,Wisconsin,Eastern Region,9
Juneau County,55057,Wisconsin,Eastern Region,9
Kenosha County,55059,Wisconsin,Eastern Region,9
Kewaunee County,55061,Wisconsin,Eastern Region,9
La Crosse County,55063,Wisconsin,Eastern Region,9
Lafayette County,55065,Wisconsin,Eastern Region,9
Langlade County,55067,Wisconsin,Eastern Region,9
Lincoln County,55069,Wisconsin,Eastern Region,9
Manitowoc County,55071,Wisconsin,Eastern Region,9
Marathon County,55073,Wisconsin,Eastern Region,9
Marinette County,55075,Wisconsin,Eastern Region,9
Marquette County,55077,Wisconsin,Eastern Region,9
Menominee County,55078,Wisconsin,Eastern Region,9
Milwaukee County,55079,Wisconsin,Eastern Region,9
Monroe County,55081,Wisconsin,Eastern Region,9
Oconto County,55083,Wisconsin,Eastern Region,9
Oneida County,55085,Wisconsin,Eastern Region,9
Outagamie County,55087,Wisconsin,Eastern Region,9
Ozaukee County,55089,Wisconsin,Eastern Region,9
Pepin County,55091,Wisconsin,Eastern Region,9
Pierce County,55093,Wisconsin,Eastern Region,9
Polk County,55095,Wisconsin,Eastern Region,9
Portage County,55097,Wisconsin,Eastern Region,9
Price County,55099,Wisconsin,Eastern Region,9
Racine County,55101,Wisconsin,Eastern Region,9
Richland County,55103,Wisconsin,Eastern Region,9
Rock County,55105,Wisconsin,Eastern Region,9
Rusk County,55107,Wisconsin,Eastern Region,9
St. Croix County,55109,Wisconsin,Eastern Region,9
Sauk County,55111,Wisconsin,Eastern Region,9
Sawyer County,55113,Wisconsin,Eastern Region,9
Shawano County,55115,Wisconsin,Eastern Region,9
Sheboygan County,55117,Wisconsin,Eastern Region,9
Taylor County,55119,Wisconsin,Eastern Region,9
Trempealeau County,55121,Wisconsin,Eastern Region,9
Vernon County,55123,Wisconsin,Eastern Region,9
Vilas County,55125,Wisconsin,Eastern Region,9
Walworth County,55127,Wisconsin,Eastern Region,9
Washburn County,55129,Wisconsin,Eastern Region,9
Washington County,55131,Wisconsin,Eastern Region,9
Waukesha County,55133,Wisconsin,Eastern Region,9
Waupaca County,55135,Wisconsin,Eastern Region,9
Waushara County,55137,Wisconsin,Eastern Region,9
Winnebago County,55139,Wisconsin,Eastern Region,9
Wood County,55141,Wisconsin,Eastern Region,9
Baker County,41001,Oregon,Pacific Northwest Region,6
Benton County,41003,Oregon,Pacific Northwest Region,6
Clackamas County,41005,Oregon,Pacific Northwest Region,6
Clatsop County,41007,Oregon,Pacific Northwest Region,6
Columbia County,41009,Oregon,Pacific Northwest Region,6
Coos County,41011,Oregon,Pacific Northwest Region,6
Crook County,41013,Oregon,Pacific Northwest Region,6
Curry County,41015,Oregon,Pacific Northwest Region,6
Deschutes County,41017,Oregon,Pacific Northwest Region,6
Douglas County,41019,Oregon,Pacific Northwest Region,6
Gilliam County,41021,Oregon,Pacific Northwest Region,6
Grant County,41023,Oregon,Pacific Northwest Region,6
Harney County,41025,Oregon,Pacific Northwest Region,6
Hood River County,41027,Oregon,Pacific Northwest Region,6
Jackson County,41029,Oregon,Pacific Northwest Region,6
Jefferson County,41031,Oregon,Pacific Northwest Region,6
Josephine County,41033,Oregon,Pacific Northwest Region,6
Klamath County,41035,Oregon,Pacific Northwest Region,6
Lake County,41037,Oregon,Pacific Northwest Region,6
Lane County,41039,Oregon,Pacific Northwest Region,6
Lincoln County,41041,Oregon,Pacific Northwest Region,6
Linn County,41043,Oregon,Pacific Northwest Region,6
Malheur County,41045,Oregon,Pacific Northwest Region,6
Marion County,41047,Oregon,Pacific Northwest Region,6
Morrow County,41049,Oregon,Pacific Northwest Region,6
Multnomah County,41051,Oregon,Pacific Northwest Region,6
Polk County,41053,Oregon,Pacific Northwest Region,6
Sherman County,41055,Oregon,Pacific Northwest Region,6
Tillamook County,41057,Oregon,Pacific Northwest Region,6
Umatilla County,41059,Oregon,Pacific Northwest Region,6
Union County,41061,Oregon,Pacific Northwest Region,6
Wallowa County,41063,Oregon,Pacific Northwest Region,6
Wasco County,41065,Oregon,Pacific Northwest Region,6
Washington County,41067,Oregon,Pacific Northwest Region,6
Wheeler County,41069,Oregon,Pacific Northwest Region,6
Yamhill County,41071,Oregon,Pacific Northwest Region,6
Adams County,53001,Washington,Pacific Northwest Region,6
Asotin County,53003,Washington,Pacific Northwest Region,6
Benton County,53005,Washington,Pacific Northwest Region,6
Chelan County,53007,Washington,Pacific Northwest Region,6
Clallam County,53009,Washington,Pacific Northwest Region,6
Clark County,53011,Washington,Pacific Northwest Region,6
Columbia County,53013,Washington,Pacific Northwest Region,6
Cowlitz County,53015,Washington,Pacific Northwest Region,6
Douglas County,53017,Washington,Pacific Northwest Region,6
Ferry County,53019,Washington,Pacific Northwest Region,6
Franklin County,53021,Washington,Pacific Northwest Region,6
Garfield County,53023,Washington,Pacific Northwest Region,6
Grant County,53025,Washington,Pacific Northwest Region,6
Grays Harbor County,53027,Washington,Pacific Northwest Region,6
Jefferson County,53031,Washington,Pacific Northwest Region,6
King County,53033,Washington,Pacific Northwest Region,6
Kitsap County,53035,Washington,Pacific Northwest Region,6
Kittitas County,53037,Washington,Pacific Northwest Region,6
Klickitat County,53039,Washington,Pacific Northwest Region,6
Lewis County,53041,Washington,Pacific Northwest Region,6
Lincoln County,53043,Washington,Pacific Northwest Region,6
Mason County,53045,Washington,Pacific Northwest Region,6
Okanogan County,53047,Washington,Pacific Northwest Region,6
Pacific County,53049,Washington,Pacific Northwest Region,6
Pend Oreille County,53051,Washington,Pacific Northwest Region,6
Pierce County,53053,Washington,Pacific Northwest Region,6
Skagit County,53057,Washington,Pacific Northwest Region,6
Skamania County,53059,Washington,Pacific Northwest Region,6
Snohomish County,53061,Washington,Pacific Northwest Region,6
Spokane County,53063,Washington,Pacific Northwest Region,6
Stevens County,53065,Washington,Pacific Northwest Region,6
Thurston County,53067,Washington,Pacific Northwest Region,6
Wahkiakum County,53069,Washington,Pacific Northwest Region,6
Walla Walla County,53071,Washington,Pacific Northwest Region,6
Whatcom County,53073,Washington,Pacific Northwest Region,6
Whitman County,53075,Washington,Pacific Northwest Region,6
Yakima County,53077,Washington,Pacific Northwest Region,6
Adams County,8001,Colorado,Rocky Mountain Region,2
Alamosa County,8003,Colorado,Rocky Mountain Region,2
Arapahoe County,8005,Colorado,Rocky Mountain Region,2
Archuleta County,8007,Colorado,Rocky Mountain Region,2
Baca County,8009,Colorado,Rocky Mountain Region,2
Bent County,8011,Colorado,Rocky Mountain Region,2
Boulder County,8013,Colorado,Rocky Mountain Region,2
Broomfield County,8014,Colorado,Rocky Mountain Region,2
Chaffee County,8015,Colorado,Rocky Mountain Region,2
Cheyenne County,8017,Colorado,Rocky Mountain Region,2
Clear Creek County,8019,Colorado,Rocky Mountain Region,2
Conejos County,8021,Colorado,Rocky Mountain Region,2
Costilla County,8023,Colorado,Rocky Mountain Region,2
Crowley County,8025,Colorado,Rocky Mountain Region,2
Custer County,8027,Colorado,Rocky Mountain Region,2
Delta County,8029,Colorado,Rocky Mountain Region,2
Denver County,8031,Colorado,Rocky Mountain Region,2
Dolores County,8033,Colorado,Rocky Mountain Region,2
Douglas County,8035,Colorado,Rocky Mountain Region,2
Eagle County,8037,Colorado,Rocky Mountain Region,2
Elbert County,8039,Colorado,Rocky Mountain Region,2
El Paso County,8041,Colorado,Rocky Mountain Region,2
Fremont County,8043,Colorado,Rocky Mountain Region,2
Garfield County,8045,Colorado,Rocky Mountain Region,2
Gilpin County,8047,Colorado,Rocky Mountain Region,2
Grand County,8049,Colorado,Rocky Mountain Region,2
Gunnison County,8051,Colorado,Rocky Mountain Region,2
Hinsdale County,8053,Colorado,Rocky Mountain Region,2
Huerfano County,8055,Colorado,Rocky Mountain Region,2
Jackson County,8057,Colorado,Rocky Mountain Region,2
Jefferson County,8059,Colorado,Rocky Mountain Region,2
Kiowa County,8061,Colorado,Rocky Mountain Region,2
Kit Carson County,8063,Colorado,Rocky Mountain Region,2
Lake County,8065,Colorado,Rocky Mountain Region,2
La Plata County,8067,Colorado,Rocky Mountain Region,2
Larimer County,8069,Colorado,Rocky Mountain Region,2
Las Animas County,8071,Colorado,Rocky Mountain Region,2
Lincoln County,8073,Colorado,Rocky Mountain Region,2
Logan County,8075,Colorado,Rocky Mountain Region,2
Mesa County,8077,Colorado,Rocky Mountain Region,2
Mineral County,8079,Colorado,Rocky Mountain Region,2
Moffat County,8081,Colorado,Rocky Mountain Region,2
Montezuma County,8083,Colorado,Rocky Mountain Region,2
Montrose County,8085,Colorado,Rocky Mountain Region,2
Morgan County,8087,Colorado,Rocky Mountain Region,2
Otero County,8089,Colorado,Rocky Mountain Region,2
Ouray County,8091,Colorado,Rocky Mountain Region,2
Park County,8093,Colorado,Rocky Mountain Region,2
Phillips County,8095,Colorado,Rocky Mountain Region,2
Pitkin County,8097,Colorado,Rocky Mountain Region,2
Prowers County,8099,Colorado,Rocky Mountain Region,2
Pueblo County,8101,Colorado,Rocky Mountain Region,2
Rio Blanco County,8103,Colorado,Rocky Mountain Region,2
Rio Grande County,8105,Colorado,Rocky Mountain Region,2
Routt County,8107,Colorado,Rocky Mountain Region,2
Saguache County,8109,Colorado,Rocky Mountain Region,2
San Juan County,8111,Colorado,Rocky Mountain Region,2
San Miguel County,8113,Colorado,Rocky Mountain Region,2
Sedgwick County,8115,Colorado,Rocky Mountain Region,2
Summit County,8117,Colorado,Rocky Mountain Region,2
Teller County,8119,Colorado,Rocky Mountain Region,2
Washington County,8121,Colorado,Rocky Mountain Region,2
Weld County,8123,Colorado,Rocky Mountain Region,2
Yuma County,8125,Colorado,Rocky Mountain Region,2
Allen County,20001,Kansas,Rocky Mountain Region,2
Anderson County,20003,Kansas,Rocky Mountain Region,2
Atchison County,20005,Kansas,Rocky Mountain Region,2
Barber County,20007,Kansas,Rocky Mountain Region,2
Barton County,20009,Kansas,Rocky Mountain Region,2
Bourbon County,20011,Kansas,Rocky Mountain Region,2
Brown County,20013,Kansas,Rocky Mountain Region,2
Butler County,20015,Kansas,Rocky Mountain Region,2
Chase County,20017,Kansas,Rocky Mountain Region,2
Chautauqua County,20019,Kansas,Rocky Mountain Region,2
Cherokee County,20021,Kansas,Rocky Mountain Region,2
Cheyenne County,20023,Kansas,Rocky Mountain Region,2
Clark County,20025,Kansas,Rocky Mountain Region,2
Clay County,20027,Kansas,Rocky Mountain Region,2
Cloud County,20029,Kansas,Rocky Mountain Region,2
Coffey County,20031,Kansas,Rocky Mountain Region,2
Comanche County,20033,Kansas,Rocky Mountain Region,2
Cowley County,20035,Kansas,Rocky Mountain Region,2
Crawford County,20037,Kansas,Rocky Mountain Region,2
Decatur County,20039,Kansas,Rocky Mountain Region,2
Dickinson County,20041,Kansas,Rocky Mountain Region,2
Doniphan County,20043,Kansas,Rocky Mountain Region,2
Douglas County,20045,Kansas,Rocky Mountain Region,2
Edwards County,20047,Kansas,Rocky Mountain Region,2
Elk County,20049,Kansas,Rocky Mountain Region,2
Ellis County,20051,Kansas,Rocky Mountain Region,2
Ellsworth County,20053,Kansas,Rocky Mountain Region,2
Finney County,20055,Kansas,Rocky Mountain Region,2
Ford County,20057,Kansas,Rocky Mountain Region,2
Franklin County,20059,Kansas,Rocky Mountain Region,2
Geary County,20061,Kansas,Rocky Mountain Region,2
Gove County,20063,Kansas,Rocky Mountain Region,2
Graham County,20065,Kansas,Rocky Mountain Region,2
Grant County,20067,Kansas,Rocky Mountain Region,2
Gray County,20069,Kansas,Rocky Mountain Region,2
Greeley County,20071,Kansas,Rocky Mountain Region,2
Greenwood County,20073,Kansas,Rocky Mountain Region,2
Hamilton County,20075,Kansas,Rocky Mountain Region,2
Harper County,20077,Kansas,Rocky Mountain Region,2
Harvey County,20079,Kansas,Rocky Mountain Region,2
Haskell County,20081,Kansas,Rocky Mountain Region,2
Hodgeman County,20083,Kansas,Rocky Mountain Region,2
Jackson County,20085,Kansas,Rocky Mountain Region,2
Jefferson County,20087,Kansas,Rocky Mountain Region,2
Jewell County,20089,Kansas,Rocky Mountain Region,2
Johnson County,20091,Kansas,Rocky Mountain Region,2
Kearny County,20093,Kansas,Rocky Mountain Region,2
Kingman County,20095,Kansas,Rocky Mountain Region,2
Kiowa County,20097,Kansas,Rocky Mountain Region,2
Labette County,20099,Kansas,Rocky Mountain Region,2
Lane County,20101,Kansas,Rocky Mountain Region,2
Leavenworth County,20103,Kansas,Rocky Mountain Region,2
Lincoln County,20105,Kansas,Rocky Mountain Region,2
Linn County,20107,Kansas,Rocky Mountain Region,2
Logan County,20109,Kansas,Rocky Mountain Region,2
Lyon County,20111,Kansas,Rocky Mountain Region,2
McPherson County,20113,Kansas,Rocky Mountain Region,2
Marion County,20115,Kansas,Rocky Mountain Region,2
Marshall County,20117,Kansas,Rocky Mountain Region,2
Meade County,20119,Kansas,Rocky Mountain Region,2
Miami County,20121,Kansas,Rocky Mountain Region,2
Mitchell County,20123,Kansas,Rocky Mountain Region,2
Montgomery County,20125,Kansas,Rocky Mountain Region,2
Morris County,20127,Kansas,Rocky Mountain Region,2
Morton County,20129,Kansas,Rocky Mountain Region,2
Nemaha County,20131,Kansas,Rocky Mountain Region,2
Neosho County,20133,Kansas,Rocky Mountain Region,2
Ness County,20135,Kansas,Rocky Mountain Region,2
Norton County,20137,Kansas,Rocky Mountain Region,2
Osage County,20139,Kansas,Rocky Mountain Region,2
Osborne County,20141,Kansas,Rocky Mountain Region,2
Ottawa County,20143,Kansas,Rocky Mountain Region,2
Pawnee County,20145,Kansas,Rocky Mountain Region,2
Phillips County,20147,Kansas,Rocky Mountain Region,2
Pottawatomie County,20149,Kansas,Rocky Mountain Region,2
Pratt County,20151,Kansas,Rocky Mountain Region,2
Rawlins County,20153,Kansas,Rocky Mountain Region,2
Reno County,20155,Kansas,Rocky Mountain Region,2
Republic County,20157,Kansas,Rocky Mountain Region,2
Rice County,20159,Kansas,Rocky Mountain Region,2
Riley County,20161,Kansas,Rocky Mountain Region,2
Rooks County,20163,Kansas,Rocky Mountain Region,2
Rush County,20165,Kansas,Rocky Mountain Region,2
Russell County,20167,Kansas,Rocky Mountain Region,2
Saline County,20169,Kansas,Rocky Mountain Region,2
Scott County,20171,Kansas,Rocky Mountain Region,2
Sedgwick County,20173,Kansas,Rocky Mountain Region,2
Seward County,20175,Kansas,Rocky Mountain Region,2
Shawnee County,20177,Kansas,Rocky Mountain Region,2
Sheridan County,20179,Kansas,Rocky Mountain Region,2
Sherman County,20181,Kansas,Rocky Mountain Region,2
Smith County,20183,Kansas,Rocky Mountain Region,2
Stafford County,20185,Kansas,Rocky Mountain Region,2
Stanton County,20187,Kansas,Rocky Mountain Region,2
Stevens County,20189,Kansas,Rocky Mountain Region,2
Sumner County,20191,Kansas,Rocky Mountain Region,2
Thomas County,20193,Kansas,Rocky Mountain Region,2
Trego County,20195,Kansas,Rocky Mountain Region,2
Wabaunsee County,20197,Kansas,Rocky Mountain Region,2
Wallace County,20199,Kansas,Rocky Mountain Region,2
Washington County,20201,Kansas,Rocky Mountain Region,2
Wichita County,20203,Kansas,Rocky Mountain Region,2
Wilson County,20205,Kansas,Rocky Mountain Region,2
Woodson County,20207,Kansas,Rocky Mountain Region,2
Wyandotte County,20209,Kansas,Rocky Mountain Region,2
Adams County,31001,Nebraska,Rocky Mountain Region,2
Antelope County,31003,Nebraska,Rocky Mountain Region,2
Arthur County,31005,Nebraska,Rocky Mountain Region,2
Banner County,31007,Nebraska,Rocky Mountain Region,2
Blaine County,31009,Nebraska,Rocky Mountain Region,2
Boone County,31011,Nebraska,Rocky Mountain Region,2
Box Butte County,31013,Nebraska,Rocky Mountain Region,2
Boyd County,31015,Nebraska,Rocky Mountain Region,2
Brown County,31017,Nebraska,Rocky Mountain Region,2
Buffalo County,31019,Nebraska,Rocky Mountain Region,2
Burt County,31021,Nebraska,Rocky Mountain Region,2
Butler County,31023,Nebraska,Rocky Mountain Region,2
Cass County,31025,Nebraska,Rocky Mountain Region,2
Cedar County,31027,Nebraska,Rocky Mountain Region,2
Chase County,31029,Nebraska,Rocky Mountain Region,2
Cherry County,31031,Nebraska,Rocky Mountain Region,2
Cheyenne County,31033,Nebraska,Rocky Mountain Region,2
Clay County,31035,Nebraska,Rocky Mountain Region,2
Colfax County,31037,Nebraska,Rocky Mountain Region,2
Cuming County,31039,Nebraska,Rocky Mountain Region,2
Custer County,31041,Nebraska,Rocky Mountain Region,2
Dakota County,31043,Nebraska,Rocky Mountain Region,2
Dawes County,31045,Nebraska,Rocky Mountain Region,2
Dawson County,31047,Nebraska,Rocky Mountain Region,2
Deuel County,31049,Nebraska,Rocky Mountain Region,2
Dixon County,31051,Nebraska,Rocky Mountain Region,2
Dodge County,31053,Nebraska,Rocky Mountain Region,2
Douglas County,31055,Nebraska,Rocky Mountain Region,2
Dundy County,31057,Nebraska,Rocky Mountain Region,2
Fillmore County,31059,Nebraska,Rocky Mountain Region,2
Franklin County,31061,Nebraska,Rocky Mountain Region,2
Frontier County,31063,Nebraska,Rocky Mountain Region,2
Furnas County,31065,Nebraska,Rocky Mountain Region,2
Gage County,31067,Nebraska,Rocky Mountain Region,2
Garden County,31069,Nebraska,Rocky Mountain Region,2
Garfield County,31071,Nebraska,Rocky Mountain Region,2
Gosper County,31073,Nebraska,Rocky Mountain Region,2
Grant County,31075,Nebraska,Rocky Mountain Region,2
Greeley County,31077,Nebraska,Rocky Mountain Region,2
Hall County,31079,Nebraska,Rocky Mountain Region,2
Hamilton County,31081,Nebraska,Rocky Mountain Region,2
Harlan County,31083,Nebraska,Rocky Mountain Region,2
Hayes County,31085,Nebraska,Rocky Mountain Region,2
Hitchcock County,31087,Nebraska,Rocky Mountain Region,2
Holt County,31089,Nebraska,Rocky Mountain Region,2
Hooker County,31091,Nebraska,Rocky Mountain Region,2
Howard County,31093,Nebraska,Rocky Mountain Region,2
Jefferson County,31095,Nebraska,Rocky Mountain Region,2
Johnson County,31097,Nebraska,Rocky Mountain Region,2
Kearney County,31099,Nebraska,Rocky Mountain Region,2
Keith County,31101,Nebraska,Rocky Mountain Region,2
Keya Paha County,31103,Nebraska,Rocky Mountain Region,2
Kimball County,31105,Nebraska,Rocky Mountain Region,2
Knox County,31107,Nebraska,Rocky Mountain Region,2
Lancaster County,31109,Nebraska,Rocky Mountain Region,2
Lincoln County,31111,Nebraska,Rocky Mountain Region,2
Logan County,31113,Nebraska,Rocky Mountain Region,2
Loup County,31115,Nebraska,Rocky Mountain Region,2
McPherson County,31117,Nebraska,Rocky Mountain Region,2
Madison County,31119,Nebraska,Rocky Mountain Region,2
Merrick County,31121,Nebraska,Rocky Mountain Region,2
Morrill County,31123,Nebraska,Rocky Mountain Region,2
Nance County,31125,Nebraska,Rocky Mountain Region,2
Nemaha County,31127,Nebraska,Rocky Mountain Region,2
Nuckolls County,31129,Nebraska,Rocky Mountain Region,2
Otoe County,31131,Nebraska,Rocky Mountain Region,2
Pawnee County,31133,Nebraska,Rocky Mountain Region,2
Perkins County,31135,Nebraska,Rocky Mountain Region,2
Phelps County,31137,Nebraska,Rocky Mountain Region,2
Pierce County,31139,Nebraska,Rocky Mountain Region,2
Platte County,31141,Nebraska,Rocky Mountain Region,2
Polk County,31143,Nebraska,Rocky Mountain Region,2
Red Willow County,31145,Nebraska,Rocky Mountain Region,2
Richardson County,31147,Nebraska,Rocky Mountain Region,2
Rock County,31149,Nebraska,Rocky Mountain Region,2
Saline County,31151,Nebraska,Rocky Mountain Region,2
Sarpy County,31153,Nebraska,Rocky Mountain Region,2
Saunders County,31155,Nebraska,Rocky Mountain Region,2
Scotts Bluff County,31157,Nebraska,Rocky Mountain Region,2
Seward County,31159,Nebraska,Rocky Mountain Region,2
Sheridan County,31161,Nebraska,Rocky Mountain Region,2
Sherman County,31163,Nebraska,Rocky Mountain Region,2
Sioux County,31165,Nebraska,Rocky Mountain Region,2
Stanton County,31167,Nebraska,Rocky Mountain Region,2
Thayer County,31169,Nebraska,Rocky Mountain Region,2
Thomas County,31171,Nebraska,Rocky Mountain Region,2
Thurston County,31173,Nebraska,Rocky Mountain Region,2
Valley County,31175,Nebraska,Rocky Mountain Region,2
Washington County,31177,Nebraska,Rocky Mountain Region,2
Wayne County,31179,Nebraska,Rocky Mountain Region,2
Webster County,31181,Nebraska,Rocky Mountain Region,2
Wheeler County,31183,Nebraska,Rocky Mountain Region,2
York County,31185,Nebraska,Rocky Mountain Region,2
Aurora County,46003,South Dakota,Rocky Mountain Region,2
Beadle County,46005,South Dakota,Rocky Mountain Region,2
Bennett County,46007,South Dakota,Rocky Mountain Region,2
Bon Homme County,46009,South Dakota,Rocky Mountain Region,2
Brookings County,46011,South Dakota,Rocky Mountain Region,2
Brown County,46013,South Dakota,Rocky Mountain Region,2
Brule County,46015,South Dakota,Rocky Mountain Region,2
Buffalo County,46017,South Dakota,Rocky Mountain Region,2
Butte County,46019,South Dakota,Rocky Mountain Region,2
Campbell County,46021,South Dakota,Rocky Mountain Region,2
Charles Mix County,46023,South Dakota,Rocky Mountain Region,2
Clark County,46025,South Dakota,Rocky Mountain Region,2
Clay County,46027,South Dakota,Rocky Mountain Region,2
Codington County,46029,South Dakota,Rocky Mountain Region,2
Custer County,46033,South Dakota,Rocky Mountain Region,2
Davison County,46035,South Dakota,Rocky Mountain Region,2
Day County,46037,South Dakota,Rocky Mountain Region,2
Deuel County,46039,South Dakota,Rocky Mountain Region,2
Dewey County,46041,South Dakota,Rocky Mountain Region,2
Douglas County,46043,South Dakota,Rocky Mountain Region,2
Edmunds County,46045,South Dakota,Rocky Mountain Region,2
